city,State_ab,State_name,population,density
Ashland,CA,California,7656.411764705882,735.4117647058823
Ashland City,TN,Tennessee,4767.0,172.0
Ashland Heights,SD,South Dakota,767.0,101.0
Ashley,PA,Pennsylvania,1012.2857142857143,453.7142857142857
Ashley Heights,NC,North Carolina,453.0,78.0
Ashmore,IL,Illinois,749.0,359.0
Ashtabula,OH,Ohio,27645.0,894.0
Ashton,ID,Idaho,534.0,308.0
Ashton-Sandy Spring,MD,Maryland,5997.0,225.0
Ashville,OH,Ohio,3077.6666666666665,419.6666666666667
Ashwaubenon,WI,Wisconsin,17161.0,535.0
Askewville,NC,North Carolina,220.0,143.0
Askov,MN,Minnesota,353.0,108.0
Asotin,WA,Washington,1289.0,435.0
Aspen,CO,Colorado,8569.0,736.0
Aspen Hill,MD,Maryland,53049.0,2134.0
Aspen Park,CO,Colorado,994.0,154.0
Aspen Springs,CA,California,23.0,2.0
Aspermont,TX,Texas,835.0,156.0
Aspers,PA,Pennsylvania,233.0,171.0
Aspinwall,PA,Pennsylvania,1366.0,1526.5
Assaria,KS,Kansas,408.0,674.0
Assumption,IL,Illinois,1066.0,415.0
Astatula,FL,Florida,2085.0,257.0
Astor,FL,Florida,1595.0,263.0
Astoria,OR,Oregon,5362.333333333333,548.3333333333334
Atalissa,IA,Iowa,308.0,854.0
Atascadero,CA,California,30075.0,445.0
Atascocita,TX,Texas,81557.0,1320.0
Atchison,KS,Kansas,10613.0,504.0
Aten,NE,Nebraska,28.0,6.0
Atglen,PA,Pennsylvania,1409.0,622.0
Athalia,OH,Ohio,354.0,199.0
Athelstan,IA,Iowa,4.0,11.0
Athena,OR,Oregon,1144.0,776.0
Athens,GA,Georgia,21780.090909090908,441.3636363636364
Atherton,CA,California,7137.0,547.0
Athol,ID,Idaho,416.5,214.0
Atka,AK,Alaska,81.0,3.0
Atkins,AR,Arkansas,1919.0,312.3333333333333
Atkinson,NE,Nebraska,849.6666666666666,210.33333333333334
Atkinson Mills,PA,Pennsylvania,106.0,40.0
Atlanta,GA,Georgia,606534.5555555555,439.1111111111111
Atlantic,IA,Iowa,1972.0,186.25
Atlantic Beach,FL,Florida,4432.75,1129.5
Atlantic City,NJ,New Jersey,237054.0,1354.0
Atlantic Highlands,NJ,New Jersey,4351.0,1328.0
Atlantis,FL,Florida,2129.0,603.0
Atlas,PA,Pennsylvania,814.0,1255.0
Atlasburg,PA,Pennsylvania,625.0,357.0
Atmautluak,AK,Alaska,189.0,120.0
Atmore,AL,Alabama,9107.0,160.0
Atoka,TN,Tennessee,8545.333333333334,170.0
Atomic City,ID,Idaho,27.0,131.0
Atqasuk,AK,Alaska,248.0,2.0
Attalla,AL,Alabama,5771.0,319.0
Attapulgus,GA,Georgia,425.0,206.0
Attica,IN,Indiana,1858.25,398.75
Attleboro,MA,Massachusetts,45237.0,652.0
Attu Station,AK,Alaska,17.0,0.0
Atwater,CA,California,10590.333333333334,931.3333333333334
Atwood,KS,Kansas,609.8333333333334,259.3333333333333
Au Gres,MI,Michigan,829.0,140.0
Au Sable,MI,Michigan,1488.0,273.0
Au Sable Forks,NY,New York,424.0,66.0
Auberry,CA,California,2009.0,40.0
Aubrey,TX,Texas,3972.0,392.0
Auburn,AL,Alabama,19227.75,493.4375
Auburn Hills,MI,Michigan,24748.0,574.0
Auburn Lake Trails,CA,California,3664.0,111.0
Auburndale,FL,Florida,8657.5,298.5
Auburntown,TN,Tennessee,266.0,180.0
Aucilla,FL,Florida,198.0,38.0
Audubon,PA,Pennsylvania,5054.5,941.5
Audubon Park,KY,Kentucky,1245.5,2173.0
August,CA,California,8405.0,2584.0
Augusta,GA,Georgia,42899.4,312.3
Augusta Springs,VA,Virginia,210.0,21.0
Aulander,NC,North Carolina,783.0,204.0
Aullville,MO,Missouri,101.0,146.0
Ault,CO,Colorado,1871.0,418.0
Aumsville,OR,Oregon,4306.0,1430.0
Aurelia,IA,Iowa,958.0,364.0
Aurora,CO,Colorado,41126.666666666664,471.2
Aurora Center,SD,South Dakota,45.0,402.0
Austell,GA,Georgia,7170.0,466.0
Austin,TX,Texas,286963.0,519.8333333333334
Austinburg,OH,Ohio,662.0,77.0
Austintown,OH,Ohio,28488.0,946.0
Austwell,TX,Texas,145.0,154.0
Autaugaville,AL,Alabama,871.0,42.0
Autryville,NC,North Carolina,199.0,147.0
Auxier,KY,Kentucky,1045.0,437.0
Auxvasse,MO,Missouri,978.0,500.0
Ava,MO,Missouri,1738.5,279.0
Avalon,PA,Pennsylvania,2045.0,708.8
Avant,OK,Oklahoma,307.0,345.0
Avella,PA,Pennsylvania,888.0,380.0
Avenal,CA,California,13496.0,267.0
Avenel,NJ,New Jersey,18592.0,2062.0
Aventura,FL,Florida,36987.0,5398.0
Avenue B and C,AZ,Arizona,3797.0,1994.0
Avera,GA,Georgia,225.0,133.0
Averill Park,NY,New York,1228.0,161.0
Avery,CA,California,502.5,114.0
Avery Creek,NC,North Carolina,2675.0,596.0
Avila Beach,CA,California,1311.0,83.0
Avilla,IN,Indiana,1261.0,295.6666666666667
Avinger,TX,Texas,421.0,83.0
Avis,PA,Pennsylvania,1490.0,1162.0
Aviston,IL,Illinois,2136.0,515.0
Avoca,PA,Pennsylvania,927.5714285714286,341.0
Avocado Heights,CA,California,15426.0,2201.0
Avon,OH,Ohio,4938.363636363636,274.45454545454544
Avon Lake,OH,Ohio,24504.0,850.0
Avon Park,FL,Florida,10689.0,423.0
Avon-by-the-Sea,NJ,New Jersey,1783.0,1617.0
Avondale,AZ,Arizona,47033.8,751.0
Avondale Estates,GA,Georgia,3129.0,986.0
Avonia,PA,Pennsylvania,1093.0,160.0
Avonmore,PA,Pennsylvania,952.0,249.0
Avra Valley,AZ,Arizona,6203.0,107.0
Awendaw,SC,South Carolina,1443.0,58.0
Axis,AL,Alabama,1180.0,116.0
Axtell,NE,Nebraska,577.0,460.5
Ayden,NC,North Carolina,5141.0,516.0
Aynor,SC,South Carolina,967.0,201.0
Ayr,NE,Nebraska,70.0,138.0
Ayrshire,IA,Iowa,134.0,249.0
Azalea Park,FL,Florida,14700.0,1860.0
Azle,TX,Texas,13351.0,586.0
Aztec,NM,New Mexico,7963.0,195.0
Azure,MT,Montana,400.0,34.0
Azusa,CA,California,49974.0,1996.0
Añasco,PR,Puerto Rico,5355.0,2581.0
B and E,TX,Texas,432.0,2393.0
Babb,MT,Montana,72.0,2.0
Babbie,AL,Alabama,596.0,20.0
Babbitt,MN,Minnesota,1484.0,5.0
Babcock,WI,Wisconsin,84.0,10.0
Babson Park,FL,Florida,1313.0,332.0
Backus,MN,Minnesota,252.0,156.0
Bacliff,TX,Texas,10856.0,1531.0
Baconton,GA,Georgia,827.0,163.0
Bad Axe,MI,Michigan,3249.0,507.0
Baden,PA,Pennsylvania,2811.5,343.0
Badger,AK,Alaska,4974.75,109.25
Badger Lee,OK,Oklahoma,61.0,34.0
Badin,NC,North Carolina,1973.0,420.0
Bagdad,FL,Florida,2751.0,155.5
Baggs,WY,Wyoming,417.0,318.0
Bagley,MN,Minnesota,686.3333333333334,275.6666666666667
Bagnell,MO,Missouri,95.0,78.0
Bagtown,MD,Maryland,386.0,273.0
Baidland,PA,Pennsylvania,1560.0,308.0
Bailey,NC,North Carolina,433.5,302.5
Bailey Lakes,OH,Ohio,365.0,363.0
Bailey's Crossroads,VA,Virginia,24180.0,4551.0
Bailey's Prairie,TX,Texas,773.0,42.0
Baileys Harbor,WI,Wisconsin,194.0,44.0
Baileyton,AL,Alabama,535.0,76.0
Baileyville,KS,Kansas,131.0,18.5
Bainbridge,GA,Georgia,4418.25,401.25
Bainbridge Island,WA,Washington,25298.0,353.0
Bainville,MT,Montana,316.0,121.0
Baird,TX,Texas,1486.0,215.0
Bairdford,PA,Pennsylvania,690.0,176.0
Bairdstown,OH,Ohio,134.0,191.0
Bairoa La Veinticinco,PR,Puerto Rico,563.0,2518.0
Bairoil,WY,Wyoming,97.0,26.0
Baiting Hollow,NY,New York,1731.0,208.0
Bajadero,PR,Puerto Rico,3326.0,684.0
Bajandas,PR,Puerto Rico,866.0,517.0
Baker,LA,Louisiana,3144.6,273.6
Baker City,OR,Oregon,9809.0,528.0
Bakerhill,AL,Alabama,252.0,35.0
Bakersfield,CA,California,289761.0,526.5
Bakerstown,PA,Pennsylvania,2549.0,450.0
Bakersville,NC,North Carolina,249.0,314.0
Bal Harbour,FL,Florida,2961.0,2982.0
Balaton,MN,Minnesota,624.0,166.0
Balch Springs,TX,Texas,25007.0,1069.0
Balcones Heights,TX,Texas,3296.0,1958.0
Bald Head Island,NC,North Carolina,182.0,18.0
Bald Knob,AR,Arkansas,2868.0,223.0
Baldwin,NY,New York,6547.777777777777,722.1111111111111
Baldwin City,KS,Kansas,4700.0,679.0
Baldwin Harbor,NY,New York,7623.0,2542.0
Baldwin Park,CA,California,37673.5,2434.5
Baldwinsville,NY,New York,7822.0,970.0
Baldwinville,MA,Massachusetts,1736.0,261.0
Baldwyn,MS,Mississippi,3268.0,108.0
Balfour,NC,North Carolina,621.5,153.5
Ball,LA,Louisiana,3935.0,190.0
Ball Club,MN,Minnesota,165.0,23.0
Ball Ground,GA,Georgia,2195.0,133.0
Ballantine,MT,Montana,225.0,95.0
Ballard,UT,Utah,811.0,101.5
Ballenger Creek,MD,Maryland,21080.0,753.0
Ballico,CA,California,538.0,68.0
Ballinger,TX,Texas,3642.0,401.0
Ballou,OK,Oklahoma,335.0,35.0
Ballplay,AL,Alabama,1605.0,26.0
Ballston Spa,NY,New York,5226.0,1260.0
Balltown,IA,Iowa,69.0,372.0
Ballville,OH,Ohio,2744.0,390.0
Ballwin,MO,Missouri,30082.0,1293.0
Bally,PA,Pennsylvania,1245.0,937.0
Balm,FL,Florida,4362.0,167.0
Balmorhea,TX,Texas,595.0,593.0
Balmville,NY,New York,3476.0,633.0
Balsam Lake,WI,Wisconsin,982.0,174.0
Balta,ND,North Dakota,59.0,100.0
Baltic,CT,Connecticut,1063.6666666666667,468.6666666666667
Baltimore,MD,Maryland,1054808.0,1675.5
Baltimore Highlands,MD,Maryland,7944.0,1769.0
Bamberg,SC,South Carolina,3189.0,344.0
Bancroft,IA,Iowa,461.875,570.0
Bandana,KY,Kentucky,376.0,76.0
Bandera,TX,Texas,900.0,292.0
Bandon,OR,Oregon,3202.0,438.0
Baneberry,TN,Tennessee,534.0,115.0
Bangor,ME,Maine,13742.8,492.0
Bangor Base,WA,Washington,6506.0,226.0
Bangs,TX,Texas,1527.0,394.0
Banks,OR,Oregon,580.5,311.25
Banks Lake South,WA,Washington,146.0,23.0
Banks Springs,LA,Louisiana,1142.0,140.0
Bankston,IA,Iowa,27.0,38.0
Banner,IL,Illinois,182.0,54.0
Banner Elk,NC,North Carolina,1149.0,231.0
Banner Hill,TN,Tennessee,1576.0,436.0
Banning,CA,California,31221.0,518.0
Bannock,OH,Ohio,133.0,173.0
Bannockburn,IL,Illinois,1506.0,286.0
Banquete,TX,Texas,381.0,62.0
Bantam,CT,Connecticut,727.0,277.0
Bantry,ND,North Dakota,14.0,31.0
Bar Nunn,WY,Wyoming,2812.0,517.0
Baraboo,WI,Wisconsin,13893.0,639.0
Barada,NE,Nebraska,22.0,93.0
Baraga,MI,Michigan,1946.0,353.0
Barahona,PR,Puerto Rico,2147.0,1570.0
Barataria,LA,Louisiana,1200.0,108.0
Barberton,OH,Ohio,16467.0,866.0
Barbourmeade,KY,Kentucky,1250.0,1223.0
Barboursville,WV,West Virginia,4258.0,401.0
Barbourville,KY,Kentucky,6036.0,441.0
Barceloneta,PR,Puerto Rico,3957.0,1575.0
Barclay,NJ,New Jersey,2206.5,615.5
Bardmoor,FL,Florida,9373.0,1652.0
Bardolph,IL,Illinois,232.0,145.0
Bardonia,NY,New York,3966.0,597.0
Bardstown,KY,Kentucky,21184.0,420.0
Bardwell,TX,Texas,681.0,586.0
Bargersville,IN,Indiana,8076.0,166.0
Baring,WA,Washington,144.5,222.0
Bark Ranch,CO,Colorado,75.0,33.0
Barker Heights,NC,North Carolina,1354.0,523.0
Barker Ten Mile,NC,North Carolina,909.0,154.0
Barkeyville,PA,Pennsylvania,200.0,23.0
Barling,AR,Arkansas,5036.0,189.0
Barlow,KY,Kentucky,395.5,769.5
Barnard,MO,Missouri,130.5,307.0
Barnegat Light,NJ,New Jersey,587.0,272.0
Barnes,KS,Kansas,152.0,345.0
Barnes City,IA,Iowa,169.0,110.0
Barneston,NE,Nebraska,111.0,175.0
Barnesville,GA,Georgia,3498.25,460.75
Barnett,MO,Missouri,201.0,284.0
Barneveld,WI,Wisconsin,1251.0,251.0
Barney,ND,North Dakota,52.0,109.0
Barnhart,MO,Missouri,5948.0,450.0
Barnhill,OH,Ohio,391.0,416.0
Barnsdall,OK,Oklahoma,1150.0,759.0
Barnstable,MA,Massachusetts,242847.0,286.0
Barnum,MN,Minnesota,390.5,209.5
Barnum Island,NY,New York,2416.0,1077.0
Barnwell,SC,South Carolina,4291.0,211.0
Baroda,MI,Michigan,882.0,475.0
Barrackville,WV,West Virginia,1279.0,716.0
Barranquitas,PR,Puerto Rico,2381.0,1200.0
Barre,VT,Vermont,20421.0,834.0
Barrelville,MD,Maryland,83.0,729.0
Barrera,TX,Texas,228.0,3522.0
Barrett,TX,Texas,2107.0,152.0
Barrington,IL,Illinois,8429.5,1238.5
Barrington Hills,IL,Illinois,4190.0,59.0
Barron,WI,Wisconsin,3322.0,439.0
Barronett,WI,Wisconsin,162.0,81.0
Barrville,PA,Pennsylvania,374.0,204.0
Barry,IL,Illinois,508.6666666666667,196.33333333333334
Barryton,MI,Michigan,353.0,142.0
Barstow,CA,California,10365.333333333334,173.66666666666666
Bartelso,IL,Illinois,610.0,546.0
Bartlesville,OK,Oklahoma,39301.0,611.0
Bartlett,TN,Tennessee,17192.833333333332,463.8333333333333
Bartley,NE,Nebraska,269.0,110.0
Bartolo,PR,Puerto Rico,1475.0,3076.0
Barton,MD,Maryland,423.0,790.0
Barton Creek,TX,Texas,2930.0,230.0
Barton Hills,MI,Michigan,307.0,156.0
Bartonsville,MD,Maryland,1707.0,252.0
Bartonville,IL,Illinois,3949.0,199.5
Bartow,FL,Florida,6838.333333333333,117.0
Barview,OR,Oregon,1879.0,524.0
Barwick,GA,Georgia,372.0,200.0
Basalt,CO,Colorado,4800.5,670.5
Basco,IL,Illinois,89.0,154.0
Bascom,OH,Ohio,222.5,134.0
Basehor,KS,Kansas,6496.0,351.0
Basile,LA,Louisiana,1783.0,593.0
Basin,WY,Wyoming,757.0,108.0
Basin City,WA,Washington,1209.0,146.0
Baskerville,VA,Virginia,74.0,13.0
Baskin,LA,Louisiana,244.0,70.0
Bass Lake,IN,Indiana,979.5,78.0
Bassett,VA,Virginia,369.6,204.2
Bassfield,MS,Mississippi,212.0,81.0
Bastrop,TX,Texas,14723.5,381.0
Basye,VA,Virginia,953.0,42.0
Batavia,IL,Illinois,9193.8,549.4
Batchtown,IL,Illinois,198.0,41.0
Bates City,MO,Missouri,218.0,77.0
Batesburg-Leesville,SC,South Carolina,5415.0,255.0
Batesland,SD,South Dakota,114.0,515.0
Batesville,AR,Arkansas,5783.0,236.4
Bath,ME,Maine,2099.0,459.42857142857144
Bath Corner,SD,South Dakota,99.0,218.0
Bathgate,ND,North Dakota,58.0,80.0
Baton Rouge,LA,Louisiana,570308.0,983.0
Battle Creek,MI,Michigan,26131.333333333332,549.3333333333334
Battle Ground,WA,Washington,11613.5,855.5
Battle Lake,MN,Minnesota,929.0,253.0
Battle Mountain,NV,Nevada,3698.0,400.0
Battlefield,MO,Missouri,6622.0,1000.0
Battlement Mesa,CO,Colorado,5116.0,170.0
Baudette,MN,Minnesota,1020.0,93.0
Baumstown,PA,Pennsylvania,475.0,183.0
Bauxite,AR,Arkansas,548.0,69.0
Bawcomville,LA,Louisiana,2696.0,328.0
Baxley,GA,Georgia,5515.0,224.0
Baxter,MN,Minnesota,3675.6666666666665,342.3333333333333
Baxter Estates,NY,New York,1049.0,2219.0
Baxter Springs,KS,Kansas,4741.0,484.0
Bay,AR,Arkansas,1821.0,227.0
Bay Center,WA,Washington,198.0,81.0
Bay City,MI,Michigan,21666.5,680.75
Bay Harbor Islands,FL,Florida,5793.0,5642.0
Bay Head,NJ,New Jersey,977.0,644.0
Bay Hill,FL,Florida,4909.0,797.0
Bay Lake,FL,Florida,53.0,0.0
Bay Minette,AL,Alabama,9354.0,209.0
Bay Park,NY,New York,1550.0,1192.0
Bay Pines,FL,Florida,3238.0,962.0
Bay Point,CA,California,25808.0,1544.0
Bay Port,MI,Michigan,520.0,59.0
Bay Shore,NY,New York,15251.0,1152.0
Bay Springs,MS,Mississippi,1658.0,42.0
Bay St. Louis,MS,Mississippi,14034.0,368.0
Bay View,WA,Washington,506.6666666666667,365.0
Bay View Gardens,IL,Illinois,412.0,233.0
Bay Village,OH,Ohio,15194.0,1284.0
Bayamón,PR,Puerto Rico,161034.0,2304.0
Bayard,NM,New Mexico,1431.25,541.75
Bayboro,NC,North Carolina,1240.0,258.0
Bayfield,CO,Colorado,1720.5,420.5
Baylis,IL,Illinois,196.0,160.0
Bayonet Point,FL,Florida,27418.0,1837.0
Bayonne,NJ,New Jersey,64897.0,4304.0
Bayou Blue,LA,Louisiana,11401.0,189.0
Bayou Cane,LA,Louisiana,20093.0,1020.0
Bayou Corne,LA,Louisiana,41.0,43.0
Bayou Country Club,LA,Louisiana,1146.0,532.0
Bayou Gauche,LA,Louisiana,1819.0,54.0
Bayou Goula,LA,Louisiana,531.0,83.0
Bayou L'Ourse,LA,Louisiana,1892.0,268.0
Bayou La Batre,AL,Alabama,2479.0,127.0
Bayou Vista,LA,Louisiana,2974.5,1445.5
Bayport,NY,New York,4075.0,577.3333333333334
Bayshore,NC,North Carolina,4496.0,737.0
Bayshore Gardens,FL,Florida,20287.0,2225.0
Bayside,WI,Wisconsin,1642.0,294.6666666666667
Bayside Gardens,OR,Oregon,907.0,353.0
Baytown,TX,Texas,77192.0,807.0
Bayview,CA,California,1266.0,579.6666666666666
Bayville,NY,New York,6732.0,1785.0
Baywood,NY,New York,7275.0,1228.0
Bazile Mills,NE,Nebraska,29.0,22.0
Bazine,KS,Kansas,292.0,250.0
Beach,ND,North Dakota,1043.0,170.0
Beach City,TX,Texas,1886.5,562.0
Beach Haven,NJ,New Jersey,1205.0,475.0
Beach Haven West,NJ,New Jersey,3682.0,876.0
Beach Park,IL,Illinois,13701.0,748.0
Beachwood,OH,Ohio,11451.0,1215.0
Beacon,NY,New York,7227.5,662.5
Beacon Square,FL,Florida,6976.0,1347.0
Beaconsfield,IA,Iowa,14.0,7.0
Beal City,MI,Michigan,336.0,32.0
Beale AFB,CA,California,1020.0,39.0
Bealeton,VA,Virginia,4873.0,343.0
Beallsville,PA,Pennsylvania,422.5,238.5
Beaman,IA,Iowa,183.0,378.0
Bean Station,TN,Tennessee,3113.0,200.0
Bear,DE,Delaware,20850.0,1409.0
Bear Creek,FL,Florida,836.8333333333334,514.0
Bear Creek Village,PA,Pennsylvania,249.0,49.0
Bear Dance,MT,Montana,282.0,39.0
Bear Grass,NC,North Carolina,66.0,95.0
Bear Lake,MI,Michigan,261.5,55.0
Bear River,WY,Wyoming,506.0,101.0
Bear River City,UT,Utah,898.0,192.0
Bear Rocks,PA,Pennsylvania,794.0,115.0
Bear Valley,CA,California,197.0,10.0
Bear Valley Springs,CA,California,5292.0,49.0
Bearcreek,MT,Montana,82.0,276.0
Bearden,AR,Arkansas,494.5,105.5
Beards Fork,WV,West Virginia,173.0,39.0
Beardsley,MN,Minnesota,212.0,174.0
Beardstown,IL,Illinois,5807.0,580.0
Beasley,TX,Texas,677.0,245.0
Beason,IL,Illinois,192.0,118.0
Beatrice,NE,Nebraska,6278.5,291.5
Beattie,KS,Kansas,189.0,318.0
Beatty,NV,Nevada,804.0,1.0
Beattystown,NJ,New Jersey,4575.0,583.0
Beattyville,KY,Kentucky,1221.0,205.0
Beaufort,SC,South Carolina,28751.5,283.0
Beaulieu,MN,Minnesota,33.0,3.0
Beaumont,TX,Texas,66022.66666666667,433.0
Beauregard,MS,Mississippi,324.0,136.0
Beaux Arts Village,WA,Washington,324.0,1514.0
Beaver,PA,Pennsylvania,1212.6666666666667,365.3333333333333
Beaver Bay,MN,Minnesota,171.0,82.0
Beaver City,NE,Nebraska,575.0,224.0
Beaver Creek,MT,Montana,337.3333333333333,140.0
Beaver Crossing,NE,Nebraska,416.0,245.0
Beaver Dam,WI,Wisconsin,8670.333333333334,460.6666666666667
Beaver Dam Lake,NY,New York,1827.0,389.0
Beaver Falls,PA,Pennsylvania,8332.0,1511.0
Beaver Meadows,PA,Pennsylvania,834.0,1247.0
Beaver Springs,PA,Pennsylvania,580.0,165.0
Beaver Valley,AZ,Arizona,151.0,38.0
Beavercreek,OH,Ohio,25908.0,385.5
Beaverdale,IA,Iowa,890.0,173.5
Beaverdam,OH,Ohio,198.0,121.0
Beaverton,OR,Oregon,33467.666666666664,803.3333333333334
Beavertown,PA,Pennsylvania,963.0,484.0
Beaverville,IL,Illinois,326.0,457.0
Bechtelsville,PA,Pennsylvania,949.0,694.0
Beckemeyer,IL,Illinois,1008.0,635.0
Becker,MN,Minnesota,4954.0,181.0
Beckett,NJ,New Jersey,4947.0,1090.0
Beckett Ridge,OH,Ohio,9155.0,736.0
Beckley,WV,West Virginia,57942.0,647.0
Beckville,TX,Texas,823.0,261.0
Beckwourth,CA,California,414.0,13.0
Beclabito,NM,New Mexico,295.0,15.0
Bedford,TX,Texas,12249.57142857143,676.1428571428571
Bedford Heights,OH,Ohio,10460.0,888.0
Bedford Hills,NY,New York,3225.0,1236.0
Bedford Park,IL,Illinois,604.0,39.0
Bedias,TX,Texas,470.0,163.0
Bee,NE,Nebraska,160.5,162.0
Bee Cave,TX,Texas,6841.0,308.0
Bee Ridge,FL,Florida,9958.0,1025.0
Beebe,AR,Arkansas,8168.0,308.0
Beech Bottom,WV,West Virginia,469.0,155.0
Beech Grove,IN,Indiana,7670.5,686.0
Beech Mountain,NC,North Carolina,324.0,19.0
Beech Mountain Lakes,PA,Pennsylvania,1789.0,322.0
Beecher,MI,Michigan,6734.0,604.0
Beecher City,IL,Illinois,453.0,193.0
Beecher Falls,VT,Vermont,193.0,59.0
Beechmont,KY,Kentucky,559.0,118.0
Beechwood,MI,Michigan,3078.0,424.5
Beechwood Trails,OH,Ohio,3106.0,337.0
Beechwood Village,KY,Kentucky,1350.0,1873.0
Beedeville,AR,Arkansas,97.0,32.0
Beemer,NE,Nebraska,655.0,631.0
Beersheba Springs,TN,Tennessee,460.0,36.0
Beeville,TX,Texas,18068.0,800.0
Beggs,OK,Oklahoma,1237.0,113.0
Bejou,MN,Minnesota,91.0,122.0
Bel Air,MD,Maryland,10119.0,1286.0
Bel Air North,MD,Maryland,31941.0,772.0
Bel Air South,MD,Maryland,48425.0,1193.0
Bel Aire,KS,Kansas,8300.0,473.0
Bel-Nor,MO,Missouri,1397.0,855.0
Bel-Ridge,MO,Missouri,2675.0,1334.0
Belcher,LA,Louisiana,248.0,61.0
Belcourt,ND,North Dakota,2270.0,150.0
Belden,NE,Nebraska,109.0,282.0
Belding,MI,Michigan,5771.0,469.0
Belen,NM,New Mexico,7416.0,151.0
Belfair,WA,Washington,4564.0,239.0
Belfast,ME,Maine,6679.0,75.0
Belfield,ND,North Dakota,1012.0,367.0
Belfonte,OK,Oklahoma,416.0,20.0
Belford,NJ,New Jersey,2129.0,652.0
Belfry,KY,Kentucky,331.5,130.5
Belgium,WI,Wisconsin,1356.0,373.0
Belgrade,MT,Montana,6212.0,482.6666666666667
Belgreen,AL,Alabama,32.0,10.0
Belhaven,NC,North Carolina,1579.0,383.0
Belington,WV,West Virginia,1902.0,356.0
Belk,AL,Alabama,204.0,56.0
Belknap,MT,Montana,166.5,28.0
Bell,CA,California,12132.666666666666,1871.6666666666667
Bell Acres,PA,Pennsylvania,1367.0,98.0
Bell Arthur,NC,North Carolina,369.0,76.0
Bell Buckle,TN,Tennessee,543.0,352.0
Bell Canyon,CA,California,2109.0,223.0
Bell Center,WI,Wisconsin,111.0,7.0
Bell City,MO,Missouri,422.0,296.0
Bell Gardens,CA,California,42012.0,6597.0
Bell Hill,WA,Washington,608.0,88.0
Bella Villa,MO,Missouri,724.0,2166.0
Bella Vista,AR,Arkansas,15649.5,144.0
Bellair-Meadowbrook Terrace,FL,Florida,14800.0,1392.0
Bellaire,TX,Texas,8016.666666666667,1064.3333333333333
Bellamy,AL,Alabama,466.0,47.0
Bellbrook,OH,Ohio,7344.0,904.0
Belle,MO,Missouri,1302.5,528.0
Belle Center,OH,Ohio,818.0,454.0
Belle Chasse,LA,Louisiana,14024.0,217.0
Belle Fontaine,AL,Alabama,564.0,140.0
Belle Fourche,SD,South Dakota,5702.0,248.0
Belle Glade,FL,Florida,28665.0,1094.0
Belle Haven,VA,Virginia,6640.0,1293.0
Belle Isle,FL,Florida,7240.0,1164.0
Belle Mead,NJ,New Jersey,203.0,109.0
Belle Meade,TN,Tennessee,2858.0,359.0
Belle Plaine,MN,Minnesota,3727.0,495.0
Belle Prairie City,IL,Illinois,50.0,44.0
Belle Rive,IL,Illinois,350.0,131.0
Belle Rose,LA,Louisiana,2338.0,168.0
Belle Terre,NY,New York,786.0,342.0
Belle Valley,OH,Ohio,218.0,206.0
Belle Vernon,PA,Pennsylvania,1031.0,1590.0
Belleair,FL,Florida,4260.0,950.0
Belleair Beach,FL,Florida,1603.0,1298.0
Belleair Bluffs,FL,Florida,2187.0,1833.0
Belleair Shore,FL,Florida,114.0,740.0
Bellechester,MN,Minnesota,174.0,212.0
Bellefontaine,OH,Ohio,13249.0,509.0
Bellefontaine Neighbors,MO,Missouri,10397.0,913.0
Bellefonte,PA,Pennsylvania,3865.5,1123.5
Bellemeade,KY,Kentucky,886.0,1166.0
Belleplain,NJ,New Jersey,555.0,29.0
Bellerive Acres,MO,Missouri,181.0,205.0
Bellerose,NY,New York,1162.0,3606.0
Bellerose Terrace,NY,New York,2056.0,6349.0
Belleview,FL,Florida,2718.5,301.0
Belleville,IL,Illinois,7371.428571428572,546.2857142857143
Bellevue,WA,Washington,22565.636363636364,1054.2727272727273
Bellewood,KY,Kentucky,327.0,1558.0
Bellflower,CA,California,25715.0,1814.0
Bellfountain,OR,Oregon,16.0,4.0
Bellingham,WA,Washington,65395.5,718.0
Bellmawr,NJ,New Jersey,11359.0,1469.0
Bellmead,TX,Texas,10744.0,604.0
Bellmont,IL,Illinois,267.0,317.0
Bellmore,NY,New York,15368.0,2514.0
Bellows Falls,VT,Vermont,5381.0,836.0
Bellport,NY,New York,2047.0,552.0
Bells,TN,Tennessee,3143.5,329.0
Bellview,FL,Florida,21515.0,713.0
Bellville,TX,Texas,2089.3333333333335,308.6666666666667
Bellwood,IL,Illinois,6891.5,1433.25
Belmar,NJ,New Jersey,2824.5,1028.0
Belmond,IA,Iowa,2263.0,306.0
Belmont,CA,California,5417.9,685.6
Belmont Estates,VA,Virginia,1226.0,712.0
Belmore,OH,Ohio,144.0,125.0
Beloit,WI,Wisconsin,22770.333333333332,514.6666666666666
Belpre,OH,Ohio,3234.0,392.0
Belspring,VA,Virginia,199.0,80.0
Belt,MT,Montana,564.0,644.0
Belton,MO,Missouri,17464.0,512.3333333333334
Beltrami,MN,Minnesota,101.0,19.0
Beltsville,MD,Maryland,17812.0,954.0
Beluga,AK,Alaska,5.0,0.0
Belva,WV,West Virginia,53.0,148.0
Belvedere,SC,South Carolina,3683.0,1076.5
Belvedere Park,GA,Georgia,15441.0,1217.0
Belvidere,IL,Illinois,7238.25,387.75
Belview,VA,Virginia,713.0,191.5
Belville,NC,North Carolina,2103.0,484.0
Belvoir,NC,North Carolina,565.0,110.0
Belvue,KS,Kansas,200.0,628.0
