city,state_id,state_name,population,density
Tamarac,FL,Florida,66721,2207
Laguna Niguel,CA,California,66385,1738
Eagan,MN,Minnesota,66372,821
Kenner,LA,Louisiana,66340,1721
Bay City,MI,Michigan,66107,1242
North Little Rock,AR,Arkansas,65903,486
Sammamish,WA,Washington,65892,1245
Shawnee,KS,Kansas,65807,605
Jupiter,FL,Florida,65791,1174
Doral,FL,Florida,65741,1836
Florence-Graham,CA,California,65716,7230
Carbondale,IL,Illinois,65671,556
Blaine,MN,Minnesota,65607,769
Weirton,WV,West Virginia,65578,390
Tulare,CA,California,65496,1241
Wellington,FL,Florida,65398,561
Pflugerville,TX,Texas,65380,1013
Palo Alto,CA,California,65364,1058
Schenectady,NY,New York,65273,2335
Great Falls,MT,Montana,65131,982
Michigan City,IN,Indiana,65058,608
Bayonne,NJ,New Jersey,64897,4304
Eden Prairie,MN,Minnesota,64893,770
Port Orange,FL,Florida,64842,933
Dublin,CA,California,64826,1643
Grand Forks,ND,North Dakota,64748,784
Noblesville,IN,Indiana,64668,726
San Clemente,CA,California,64558,1358
Brentwood,CA,California,64474,1675
Carmichael,CA,California,64454,1850
East Orange,NJ,New Jersey,64367,6327
Eastvale,CA,California,64157,1954
Chapel Hill,NC,North Carolina,64051,1148
Rocky Mount,NC,North Carolina,64018,471
Haverhill,MA,Massachusetts,64014,748
Beloit,WI,Wisconsin,63762,822
Glens Falls,NY,New York,63499,1430
Brentwood,NY,New York,63399,2232
Fairbanks,AK,Alaska,63245,375
Springfield,OR,Oregon,63230,1541
Bethesda,MD,Maryland,63195,1839
Johnstown,PA,Pennsylvania,63141,1257
Dundalk,MD,Maryland,63015,1861
Castro Valley,CA,California,63013,1466
Coon Rapids,MN,Minnesota,62998,1075
Elmira,NY,New York,62989,1440
Mankato,MN,Minnesota,62889,868
Albany,OR,Oregon,62880,1218
North Miami,FL,Florida,62822,2877
Encinitas,CA,California,62709,1270
Skokie,IL,Illinois,62700,2405
Leander,TX,Texas,62608,644
Parkersburg,WV,West Virginia,62566,961
Waltham,MA,Massachusetts,62495,1893
Port Charlotte,FL,Florida,62327,844
Palm Harbor,FL,Florida,62310,1387
San Luis Obispo,CA,California,62290,1374
Sebring,FL,Florida,62250,404
Council Bluffs,IA,Iowa,62166,559
Hamilton,OH,Ohio,62082,1117
Moore,OK,Oklahoma,62055,1094
Pico Rivera,CA,California,62027,2887
Casa Grande,AZ,Arizona,61966,204
Monessen,PA,Pennsylvania,61960,967
Montebello,CA,California,61954,2870
Rome,GA,Georgia,61537,449
The Hammocks,FL,Florida,61516,3010
Millcreek,UT,Utah,61450,1859
Sanford,FL,Florida,61448,1015
National City,CA,California,61394,3250
Mayagüez,PR,Puerto Rico,61361,1129
Burnsville,MN,Minnesota,61339,953
Coconut Creek,FL,Florida,61248,2117
Morristown,TN,Tennessee,61171,426
Reston,VA,Virginia,61147,1540
Lakewood,WA,Washington,61037,1381
Spring,TX,Texas,60976,1047
Gadsden,AL,Alabama,60944,362
Taylor,MI,Michigan,60922,996
Novi,MI,Michigan,60896,777
Marietta,GA,Georgia,60867,1004
Hot Springs,AR,Arkansas,60767,400
Woodland,CA,California,60598,1527
Fountainebleau,FL,Florida,60547,5854
La Habra,CA,California,60513,3177
Malden,MA,Massachusetts,60470,4628
South Whittier,CA,California,60357,4366
Commerce City,CO,Colorado,60336,652
South Hill,WA,Washington,60172,1265
Bristol,CT,Connecticut,59947,876
Columbus,IN,Indiana,59897,660
West Allis,WI,Wisconsin,59890,2031
Taylorsville,UT,Utah,59805,2128
Bangor,ME,Maine,59772,363
Monterey Park,CA,California,59669,3002
Greenwood,IN,Indiana,59458,822
Bartlett,TN,Tennessee,59440,710
Bradenton,FL,Florida,59439,1596
Pontiac,MI,Michigan,59438,1154
Staunton,VA,Virginia,59433,483
Meriden,CT,Connecticut,59395,963
Gardena,CA,California,59329,3929
Apex,NC,North Carolina,59300,1100
Royal Oak,MI,Michigan,59277,1940
Cupertino,CA,California,59276,2023
La Mesa,CA,California,59249,2515
Benton Harbor,MI,Michigan,59216,858
St. Clair Shores,MI,Michigan,58984,1949
Des Plaines,IL,Illinois,58899,1598
Lewiston,ME,Maine,58802,409
Margate,FL,Florida,58796,2591
Midland,MI,Michigan,58787,468
Carson City,NV,Nevada,58756,149
Bowie,MD,Maryland,58643,1144
Middletown,NY,New York,58592,2048
Caldwell,ID,Idaho,58481,998
San Rafael,CA,California,58440,1361
Richland,WA,Washington,58225,573
St. Peters,MO,Missouri,58212,1003
Wesley Chapel,FL,Florida,58208,511
Hendersonville,TN,Tennessee,58113,714
White Plains,NY,New York,58109,2291
Huntersville,NC,North Carolina,58098,550
Santee,CA,California,58081,1355
Jefferson City,MO,Missouri,58025,457
Beckley,WV,West Virginia,57942,647
Arcadia,CA,California,57939,2047
Titusville,FL,Florida,57891,615
Cartersville,GA,Georgia,57873,289
Walla Walla,WA,Washington,57860,926
Orland Park,IL,Illinois,57857,1014
Towson,MD,Maryland,57817,1577
Weymouth,MA,Massachusetts,57746,1329
Parker,CO,Colorado,57706,1003
Palm Beach Gardens,FL,Florida,57704,379
Bozeman,MT,Montana,57695,945
East Stroudsburg,PA,Pennsylvania,57577,1416
Huntington Park,CA,California,57509,7370
Taunton,MA,Massachusetts,57464,475
Midwest City,OK,Oklahoma,57407,907
Medford,MA,Massachusetts,57341,2733
Goldsboro,NC,North Carolina,57278,462
Euless,TX,Texas,57197,1368
Manhattan,KS,Kansas,57046,1062
Shoreline,WA,Washington,57027,1892
Lake Havasu City,AZ,Arizona,56820,465
Smyrna,GA,Georgia,56666,1406
Cape Girardeau,MO,Missouri,56551,538
Tamiami,FL,Florida,56225,3080
Kendale Lakes,FL,Florida,56182,2686
Grants Pass,OR,Oregon,55837,1279
Blue Springs,MO,Missouri,55829,961
Southaven,MS,Mississippi,55780,521
Tinley Park,IL,Illinois,55773,1336
Diamond Bar,CA,California,55720,1446
Pittsfield,MA,Massachusetts,55697,402
Eagle Pass,TX,Texas,55686,1216
New Brunswick,NJ,New Jersey,55676,4108
Lenexa,KS,Kansas,55625,630
Hazleton,PA,Pennsylvania,55604,1592
Twin Falls,ID,Idaho,55556,1008
Brookhaven,GA,Georgia,55554,1847
Novato,CA,California,55516,780
Tigard,OR,Oregon,55514,1680
Highland,CA,California,55417,1141
Fountain Valley,CA,California,55357,2356
Dearborn Heights,MI,Michigan,55353,1820
Grapevine,TX,Texas,55281,667
Fond du Lac,WI,Wisconsin,55209,869
Hacienda Heights,CA,California,55188,1906
Ithaca,NY,New York,55137,2209
Apple Valley,MN,Minnesota,55135,1254
Chicopee,MA,Massachusetts,55126,929
Oak Lawn,IL,Illinois,55022,2478
Cathedral City,CA,California,55007,944
Delano,CA,California,54917,1448
Bentonville,AR,Arkansas,54909,627
Stonecrest,GA,Georgia,54903,566
Kettering,OH,Ohio,54855,1133
Colton,CA,California,54824,1362
Kingston,NY,New York,54791,1176
West Haven,CT,Connecticut,54620,1961
St. Cloud,FL,Florida,54579,1038
Normal,IL,Illinois,54469,1149
Berwyn,IL,Illinois,54391,5378
Milford,CT,Connecticut,54328,945
Aloha,OR,Oregon,54287,2851
Arroyo Grande,CA,California,54177,1168
Minnetonka,MN,Minnesota,54064,775
Rosemead,CA,California,54058,4043
Paramount,CA,California,53955,4405
Yucaipa,CA,California,53921,735
Brunswick,GA,Georgia,53914,367
Williamsport,PA,Pennsylvania,53861,1246
Elyria,OH,Ohio,53757,1009
Leesburg,VA,Virginia,53727,1673
Mount Prospect,IL,Illinois,53719,1934
Pinellas Park,FL,Florida,53637,1289
Bellevue,NE,Nebraska,53544,1247
West Sacramento,CA,California,53519,962
Apopka,FL,Florida,53447,613
Lewiston,ID,Idaho,53384,731
Grand Island,NE,Nebraska,53296,665
Palm Desert,CA,California,53275,767
Milford city ,CT,Connecticut,53195,937
Watertown,NY,New York,53163,1061
Little Elm,TX,Texas,53126,1151
Chambersburg,PA,Pennsylvania,53083,1178
Revere,MA,Massachusetts,53073,3592
Peabody,MA,Massachusetts,53070,1262
Wylie,TX,Texas,53067,928
Beaufort,SC,South Carolina,53051,212
Aspen Hill,MD,Maryland,53049,2134
DeSoto,TX,Texas,52988,945
Helena,MT,Montana,52936,760
Edina,MN,Minnesota,52857,1320
Wheaton,IL,Illinois,52745,1801
West New York,NJ,New Jersey,52723,20473
Hoboken,NJ,New Jersey,52677,16268
Lacey,WA,Washington,52592,1187
Summerville,SC,South Carolina,52549,1030
Oak Park,IL,Illinois,52381,4303
Maricopa,AZ,Arizona,52127,470
Lompoc,CA,California,52020,1423
Kentwood,MI,Michigan,51898,958
Levittown,PA,Pennsylvania,51818,1969
Sierra Vista,AZ,Arizona,51731,109
Levittown,NY,New York,51634,2926
Madison,AL,Alabama,51593,657
Smyrna,TN,Tennessee,51586,657
Glendora,CA,California,51544,1020
Burien,WA,Washington,51500,1980
Perth Amboy,NJ,New Jersey,51390,4255
Herriman,UT,Utah,51348,916
Farmington,NM,New Mexico,51309,497
New Bern,NC,North Carolina,51308,409
Placentia,CA,California,51233,2990
Hinesville,GA,Georgia,51206,707
Beaumont,CA,California,51063,650
Collierville,TN,Tennessee,51040,544
West Lafayette,IN,Indiana,50996,1449
Florissant,MO,Missouri,50952,1567
Hoffman Estates,IL,Illinois,50932,933
Queen Creek,AZ,Arizona,50890,606
Aliso Viejo,CA,California,50887,2839
Kannapolis,NC,North Carolina,50841,602
Methuen Town,MA,Massachusetts,50706,881
Sahuarita,AZ,Arizona,50616,382
Traverse City,MI,Michigan,50522,729
Severn,MD,Maryland,50496,1064
Catalina Foothills,AZ,Arizona,50454,465
Galveston,TX,Texas,50446,473
Country Club,FL,Florida,50431,4664
Cookeville,TN,Tennessee,50408,378
Mishawaka,IN,Indiana,50363,1101
Rowland Heights,CA,California,50347,1486
Plainfield,NJ,New Jersey,50317,3260
Bullhead City,AZ,Arizona,50309,265
Stillwater,OK,Oklahoma,50299,657
Forney,TX,Texas,50251,710
Wheaton,MD,Maryland,50229,2811
Azusa,CA,California,49974,1996
North Bethesda,MD,Maryland,49872,2171
Cerritos,CA,California,49859,2207
Ashburn,VA,Virginia,49848,1120
Bloomsburg,PA,Pennsylvania,49840,1226
Morehead City,NC,North Carolina,49760,504
Coral Gables,FL,Florida,49700,1484
Enid,OK,Oklahoma,49688,259
Lakewood,OH,Ohio,49678,3460
Oroville,CA,California,49513,578
Wilson,NC,North Carolina,49483,613
Lawrence,IN,Indiana,49462,945
Portage,MI,Michigan,49445,591
Minot,ND,North Dakota,49425,671
Dunwoody,GA,Georgia,49356,1462
Poway,CA,California,49323,487
San Jacinto,CA,California,49215,738
Troy,NY,New York,49154,1832
Newark,CA,California,49149,1367
Cuyahoga Falls,OH,Ohio,49106,734
Downers Grove,IL,Illinois,49057,1304
Bedford,TX,Texas,49049,1890
Reedley,CA,California,49042,1818
Dublin,OH,Ohio,49037,767
Marana,AZ,Arizona,49030,156
Cypress,CA,California,49006,2861
Hollister,CA,California,48992,2140
Murray,UT,Utah,48917,1532
Roswell,NM,New Mexico,48889,617
Pascagoula,MS,Mississippi,48869,544
Tuckahoe,VA,Virginia,48799,921
Ceres,CA,California,48706,2009
St. Louis Park,MN,Minnesota,48662,1767
Rio Grande City,TX,Texas,48610,493
Draper,UT,Utah,48587,626
Palm Springs,CA,California,48518,198
Paducah,KY,Kentucky,48481,475
Findlay,OH,Ohio,48469,810
University,FL,Florida,48436,2954
Bel Air South,MD,Maryland,48425,1193
Antelope,CA,California,48398,2733
Kyle,TX,Texas,48393,613
Monroe,MI,Michigan,48317,834
Lincoln,CA,California,48275,792
Ocoee,FL,Florida,48263,1217
Burleson,TX,Texas,48225,658
La Mirada,CA,California,48183,2378
Farmers Branch,TX,Texas,48158,1565
East Lansing,MI,Michigan,48145,1384
Uniontown,PA,Pennsylvania,48137,1838
Jeffersonville,IN,Indiana,48126,544
Winder,GA,Georgia,48125,507
Wauwatosa,WI,Wisconsin,48118,1404
Littleton,CO,Colorado,48065,1469
Cumberland,MD,Maryland,47980,740
Cedar Hill,TX,Texas,47930,517
Carrollton,GA,Georgia,47920,471
Rancho Santa Margarita,CA,California,47896,1434
Beavercreek,OH,Ohio,47741,693
Niagara Falls,NY,New York,47720,1308
McLean,VA,Virginia,47682,742
North Highlands,CA,California,47661,2088
East Providence,RI,Rhode Island,47618,1383
Florin,CA,California,47555,2109
East Honolulu,HI,Hawaii,47540,797
Chesterfield,MO,Missouri,47538,575
Covina,CA,California,47450,2606
Bothell,WA,Washington,47415,1342
Glenview,IL,Illinois,47308,1302
Mentor,OH,Ohio,47262,656
Keller,TX,Texas,47213,987
Danville,IL,Illinois,47059,654
Spring Hill,TN,Tennessee,47042,630
Roseville,MI,Michigan,47018,1845
Elmhurst,IL,Illinois,46746,1759
New Philadelphia,OH,Ohio,46698,818
Sandusky,OH,Ohio,46655,981
El Dorado Hills,CA,California,46593,371
Salina,KS,Kansas,46550,698
Euclid,OH,Ohio,46550,1687
Kingman,AZ,Arizona,46524,318
Everett,MA,Massachusetts,46451,5244
Farmington,MO,Missouri,46331,808
Weatherford,TX,Texas,46268,477
Middletown,CT,Connecticut,46258,435
Roseburg,OR,Oregon,46228,843
Biloxi,MS,Mississippi,46212,415
Leavenworth,KS,Kansas,46192,572
Fort Pierce,FL,Florida,46103,751
Winter Garden,FL,Florida,46051,1094
Oro Valley,AZ,Arizona,46044,509
Morgan Hill,CA,California,45952,1365
Potomac,MD,Maryland,45940,705
Pinehurst,NC,North Carolina,45935,384
Danville,VA,Virginia,45890,361
Rockwall,TX,Texas,45888,603
Coachella,CA,California,45743,587
Wake Forest,NC,North Carolina,45629,999
Pearl City,HI,Hawaii,45605,1933
Tupelo,MS,Mississippi,45466,229
Attleboro,MA,Massachusetts,45237,652
Pine Bluff,AR,Arkansas,45204,365
Oakland Park,FL,Florida,45202,2318
Marion,OH,Ohio,45181,1175
Hilo,HI,Hawaii,45056,325
Lufkin,TX,Texas,44867,395
Altadena,CA,California,44850,2045
Manitowoc,WI,Wisconsin,44770,707
Lake Ridge,VA,Virginia,44716,1849
Selma,CA,California,44703,1661
Strongsville,OH,Ohio,44660,700
Danville,CA,California,44510,950
Quincy,IL,Illinois,44466,981
Lancaster,OH,Ohio,44447,829
Riverton,UT,Utah,44440,1363
The Colony,TX,Texas,44438,1225
Urbandale,IA,Iowa,44379,762
Plainfield,IL,Illinois,44308,705
Lombard,IL,Illinois,44303,1675
Prescott,AZ,Arizona,44299,380
North Lauderdale,FL,Florida,44262,3697
Eureka,CA,California,44236,1098
Hackensack,NJ,New Jersey,44188,4070
Sayreville,NJ,New Jersey,44173,1077
Altamonte Springs,FL,Florida,44143,1876
Del Rio,TX,Texas,44121,676
Cleveland Heights,OH,Ohio,43992,2097
Bountiful,UT,Utah,43981,1286
Desert Hot Springs,CA,California,43914,368
Peachtree Corners,GA,Georgia,43905,1052
Haltom City,TX,Texas,43874,1369
Ormond Beach,FL,Florida,43759,510
Cutler Bay,FL,Florida,43718,1707
Trujillo Alto,PR,Puerto Rico,43703,2329
Adrian,MI,Michigan,43689,994
Goose Creek,SC,South Carolina,43665,409
Moorhead,MN,Minnesota,43652,756
Westfield,IN,Indiana,43649,554
Concord,NH,New Hampshire,43627,263
Annandale,VA,Virginia,43295,2129
Rohnert Park,CA,California,43291,2386
Brea,CA,California,43255,1373
Klamath Falls,OR,Oregon,43246,419
Salem,MA,Massachusetts,43226,2012
Channelview,TX,Texas,43055,1148
North Miami Beach,FL,Florida,43041,3429
Whitney,NV,Nevada,42973,2471
Freeport,NY,New York,42956,3622
Centralia,WA,Washington,42922,904
Gallatin,TN,Tennessee,42918,520
Stevens Point,WI,Wisconsin,42837,581
San Bruno,CA,California,42807,3019
Burke,VA,Virginia,42806,1920
Brentwood,TN,Tennessee,42783,401
North Fort Myers,FL,Florida,42770,326
Hicksville,NY,New York,42709,2427
West Babylon,NY,New York,42665,2117
Edmonds,WA,Washington,42605,1844
Apache Junction,AZ,Arizona,42571,468
Fairfield,OH,Ohio,42558,788
Oakley,CA,California,42543,1035
Hutchinson,KS,Kansas,42531,634
Greenwood,SC,South Carolina,42429,553
Richmond,IN,Indiana,42373,568
Linden,NJ,New Jersey,42361,1530
Puyallup,WA,Washington,42361,1157
Huntsville,TX,Texas,42241,454
Urbana,IL,Illinois,42214,1379
Beverly,MA,Massachusetts,42174,1079
Clovis,NM,New Mexico,42168,626
Statesboro,GA,Georgia,42102,854
Hobbs,NM,New Mexico,42095,572
McMinnville,OR,Oregon,42062,1268
Schertz,TX,Texas,42042,507
Bell Gardens,CA,California,42012,6597
Oviedo,FL,Florida,41860,1043
Odenton,MD,Maryland,41846,1093
Grove City,OH,Ohio,41820,940
Campbell,CA,California,41793,2656
Wentzville,MO,Missouri,41784,809
Woonsocket,RI,Rhode Island,41751,2081
La Quinta,CA,California,41748,457
Weslaco,TX,Texas,41629,913
Zanesville,OH,Ohio,41589,825
Newnan,GA,Georgia,41581,831
Shakopee,MN,Minnesota,41570,570
Brighton,CO,Colorado,41554,757
Catonsville,MD,Maryland,41547,1148
Rancho Palos Verdes,CA,California,41530,1190
Mableton,GA,Georgia,41487,778
Coppell,TX,Texas,41421,1102
Linton Hall,VA,Virginia,41386,1255
Moline,IL,Illinois,41356,953
Delaware,OH,Ohio,41283,825
Westfield,MA,Massachusetts,41204,343
Shelton,CT,Connecticut,41129,518
Greenacres,FL,Florida,41117,2714
Westerville,OH,Ohio,41103,1259
Manassas,VA,Virginia,41085,1610
Kearny,NJ,New Jersey,41058,1792
Los Banos,CA,California,41036,1585
Richmond,KY,Kentucky,40972,686
Spanish Fork,UT,Utah,40913,974
Belleville,IL,Illinois,40897,680
Maplewood,MN,Minnesota,40885,926
Wilkes-Barre,PA,Pennsylvania,40766,2254
Pottsville,PA,Pennsylvania,40685,1248
Columbia,TN,Tennessee,40663,472
Bartlett,IL,Illinois,40647,996
Bluefield,WV,West Virginia,40640,411
Fitchburg,MA,Massachusetts,40638,563
Marion,IN,Indiana,40588,691
Cedar Falls,IA,Iowa,40536,540
Buffalo Grove,IL,Illinois,40494,1648
Jamestown,NY,New York,40493,1255
Woodlawn,MD,Maryland,40469,1638
Clarksburg,WV,West Virginia,40403,604
Royal Palm Beach,FL,Florida,40396,1374
Marion,IA,Iowa,40359,879
Covington,KY,Kentucky,40341,1180
Coram,NY,New York,40311,1125
Friendswood,TX,Texas,40290,754
Indian Trail,NC,North Carolina,40252,707
Woburn,MA,Massachusetts,40228,1227
The Acreage,FL,Florida,40177,452
Holyoke,MA,Massachusetts,40117,731
Montclair,CA,California,40083,2806
South Valley,NM,New Mexico,40080,533
Torrington,CT,Connecticut,40003,330
Cedar City,UT,Utah,39995,374
San Gabriel,CA,California,39899,3716
Hallandale Beach,FL,Florida,39847,3651
Crystal Lake,IL,Illinois,39829,814
Calexico,CA,California,39825,1783
Lake Oswego,OR,Oregon,39822,1426
Amherst,MA,Massachusetts,39814,556
Muskogee,OK,Oklahoma,39789,331
Romeoville,IL,Illinois,39746,804
Plant City,FL,Florida,39744,557
Keizer,OR,Oregon,39713,2144
New Berlin,WI,Wisconsin,39691,420
Chelsea,MA,Massachusetts,39690,6917
La Puente,CA,California,39614,4396
Roy,UT,Utah,39613,1880
Security-Widefield,CO,Colorado,39612,1176
Marlborough,MA,Massachusetts,39597,732
Milton,GA,Georgia,39587,396
Issaquah,WA,Washington,39509,1257
Waipahu,HI,Hawaii,39469,5749
Essex,MD,Maryland,39437,1644
Bartlesville,OK,Oklahoma,39301,611
Lancaster,TX,Texas,39228,455
Streamwood,IL,Illinois,39228,1944
Germantown,TN,Tennessee,39225,757
Annapolis,MD,Maryland,39223,2100
Carol Stream,IL,Illinois,39203,1661
Asheboro,NC,North Carolina,39192,531
Culver City,CA,California,39185,2960
Kalispell,MT,Montana,39182,789
Arecibo,PR,Puerto Rico,39176,975
Lynnwood,WA,Washington,39141,1918
Mooresville,NC,North Carolina,39132,613
Brookfield,WI,Wisconsin,39115,553
Crestview,FL,Florida,39072,606
Horizon West,FL,Florida,39065,458
Clinton,MD,Maryland,39018,602
Moses Lake,WA,Washington,39002,519
New Castle,PA,Pennsylvania,38930,1004
Olive Branch,MS,Mississippi,38924,403
Enterprise,AL,Alabama,38914,357
Sun City,AZ,Arizona,38877,1040
Frankfort,KY,Kentucky,38852,725
Northglenn,CO,Colorado,38819,2038
Warren,OH,Ohio,38752,937
Duncanville,TX,Texas,38751,1335
Hurst,TX,Texas,38655,1497
Clermont,FL,Florida,38654,937
Wheeling,IL,Illinois,38646,1720
Fort Lee,NJ,New Jersey,38605,5920
Pacifica,CA,California,38546,1175
Lake Worth,FL,Florida,38526,2524
Lebanon,TN,Tennessee,38518,355
Kendall West,FL,Florida,38433,5396
Land O' Lakes,FL,Florida,38410,777
Eagle Mountain,UT,Utah,38391,293
Reynoldsburg,OH,Ohio,38327,1332
Oxford,MS,Mississippi,38310,407
Rosenberg,TX,Texas,38307,401
Martinez,CA,California,38297,1170
Pleasant Grove,UT,Utah,38258,1609
La Presa,CA,California,38227,2684
Severna Park,MD,Maryland,38188,891
Huber Heights,OH,Ohio,38154,663
Stanton,CA,California,38139,4754
East Meadow,NY,New York,38029,2329
Menomonee Falls,WI,Wisconsin,38014,445
Granbury,TX,Texas,37996,309
Waxahachie,TX,Texas,37988,300
Valrico,FL,Florida,37980,1061
Mission Bend,TX,Texas,37979,3158
Holly Springs,NC,North Carolina,37812,856
Butler,PA,Pennsylvania,37796,1829
Albertville,AL,Alabama,37775,313
London,KY,Kentucky,37714,269
Egypt Lake-Leto,FL,Florida,37704,2464
Cottage Grove,MN,Minnesota,37604,431
Kailua,HI,Hawaii,37586,1868
St. Marys,GA,Georgia,37556,314
Mechanicsville,VA,Virginia,37496,510
